household_id,scenario,country,market,marital_status,residence_state,move_in_date,num_adults,num_dependants,youngest_child_dob,oldest_child_dob,annual_household_gross_income,monthly_expenses_total,expense_to_income_ratio,annual_alimony_paid,has_mortgage_or_loan,loan_outstanding_total,monthly_debt_cost_total,monthly_mortgage_payment_total,monthly_non_mortgage_payment_total,mortgage_payment_to_income_ratio,property_value_total,investable_assets_total,retirement_assets_total,cash_and_cashlike_total,alternatives_total,net_worth_proxy,risk_tolerance,investment_objectives,tax_bracket_band,client_segment
HH005511,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,Other,2020-11-24,2,0,,,163208.0,3593.61,0.2642,0.0,True,2402.02,228.57,0.0,228.57,0.0,434245.71,819098.5,140247.19,114989.49,130226.36,1309293.95,aggressive,education|income|tax_optimization,35%,affluent_ria_like
HH005512,young_dual_income_low_assets,US,US_RIA,married_or_civil_partner,IL,2022-11-08,2,0,,,163208.0,3725.33,0.2739,0.0,False,0.0,0.0,0.0,0.0,0.0,178940.81,318000.1,54620.45,41016.99,0.0,519820.87,moderate,tax_optimization,37%,affluent_ria_like
HH005513,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,TX,2011-01-14,2,0,,,234004.47,5235.99,0.2685,0.0,False,0.0,0.0,0.0,0.0,0.0,306304.27,1231524.44,309979.72,130262.41,175804.1,1557458.32,growth,tax_optimization,35%,affluent_ria_like
HH005514,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,Other,2021-05-15,2,3,2025-11-18,2005-09-02,163208.0,12920.63,0.95,0.0,True,227131.63,5590.47,5424.14,166.33,0.3988,328288.32,537144.71,172778.48,67146.2,16584.31,654818.5,conservative,tax_optimization,37%,affluent_ria_like
HH005515,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,CA,2010-01-27,2,0,,,183922.74,7916.78,0.5165,0.0,False,0.0,0.0,0.0,0.0,0.0,151109.79,721908.18,108049.87,80241.75,123065.27,922300.49,conservative,capital_preservation|education|wealth_growth,32%,affluent_ria_like
HH005516,retired_couple_high_assets_low_income,US,US_RIA,married_or_civil_partner,Other,2022-04-19,2,0,,,163208.0,6880.74,0.5059,0.0,False,0.0,0.0,0.0,0.0,0.0,324114.75,707606.72,250669.28,38645.61,34805.67,1079395.35,moderate,estate_planning|retirement|tax_optimization,37%,affluent_ria_like
HH005517,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,Other,2020-07-13,2,3,2021-09-28,2011-02-11,163208.0,12920.63,0.95,0.0,True,319050.47,6003.55,5593.45,410.09,0.4113,415507.93,630278.62,92570.59,77980.83,25065.51,768044.95,growth,estate_planning|retirement|wealth_growth,35%,affluent_ria_like
HH005518,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,IL,2021-10-27,2,3,2025-11-29,2011-08-27,208451.07,16502.38,0.95,0.0,True,808631.49,9236.68,9097.65,139.03,0.5237,1038310.49,1008017.93,181314.77,80070.93,73082.92,1317066.65,conservative,retirement|tax_optimization,35%,affluent_ria_like
HH005519,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,Other,2016-06-17,2,0,,,163208.0,8750.14,0.6434,0.0,False,0.0,0.0,0.0,0.0,0.0,251215.05,803664.74,161200.37,107340.88,24550.15,1081966.37,growth,income|wealth_growth,35%,affluent_ria_like
HH005520,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,TX,2017-08-06,2,1,2009-10-09,2009-10-09,163208.0,6670.38,0.4904,0.0,False,0.0,0.0,0.0,0.0,0.0,424278.72,940220.81,204467.25,83461.17,29402.78,1371441.94,moderate,retirement,35%,affluent_ria_like
HH005521,secondly_wedded_paying_alimony,US,US_RIA,secondly_wedded,CA,2020-06-21,2,3,2012-08-21,2002-07-18,192698.47,9949.73,0.6196,35888.88,False,0.0,0.0,0.0,0.0,0.0,394874.3,726393.97,223287.45,81897.5,87124.09,1155904.99,conservative,education|retirement,32%,affluent_ria_like
HH005522,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,Other,2016-12-11,2,2,2012-09-17,2012-06-09,163208.0,12920.63,0.95,0.0,True,198147.71,4807.04,4807.04,0.0,0.3534,502720.31,708985.33,108871.45,110107.94,110016.34,1035082.62,moderate,income,32%,affluent_ria_like
HH005523,retired_couple_high_assets_low_income,US,US_RIA,married_or_civil_partner,NJ,2008-01-28,2,0,,,163208.0,4232.18,0.3112,0.0,True,46187.44,935.06,935.06,0.0,0.0688,402148.73,923927.96,336378.6,104117.33,115405.66,1317878.72,moderate,income|tax_optimization,32%,affluent_ria_like
HH005524,widowed,US,US_RIA,widowed,TX,2017-07-25,1,0,,,220267.06,8011.65,0.4365,0.0,False,0.0,0.0,0.0,0.0,0.0,468835.16,777100.09,210210.79,94347.35,58627.37,1246562.74,moderate,estate_planning,32%,affluent_ria_like
HH005525,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,Other,2022-07-25,2,4,2023-03-27,2013-12-24,163208.0,11438.32,0.841,0.0,True,313166.5,3465.26,3351.61,113.65,0.2464,530354.29,690040.16,226223.41,82821.81,13006.15,934842.0,moderate,estate_planning|retirement|tax_optimization,35%,affluent_ria_like
HH005526,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,IL,2015-04-23,2,3,2021-03-27,2014-06-17,224893.14,11972.38,0.6388,0.0,True,257821.22,3309.66,3309.66,0.0,0.1766,401142.08,986565.69,168687.9,88447.96,78705.32,1198866.22,aggressive,income,32%,affluent_ria_like
HH005527,self_employed_business_owner,US,US_RIA,married_or_civil_partner,Other,2008-09-14,2,0,,,459303.98,28625.91,0.7479,0.0,True,261541.39,9034.68,9034.68,0.0,0.236,563815.16,1795804.7,605225.27,261760.81,188810.37,2139139.79,aggressive,capital_preservation|estate_planning|wealth_growth,32%,affluent_ria_like
HH005528,young_dual_income_low_assets,US,US_RIA,married_or_civil_partner,Other,2024-11-25,2,0,,,163208.0,12259.44,0.9014,0.0,True,92594.11,5355.2,5355.2,0.0,0.3937,128572.23,305452.97,55309.86,36269.21,0.0,354955.42,aggressive,retirement|tax_optimization,32%,affluent_ria_like
HH005529,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,Other,2007-03-03,2,3,2024-09-07,2015-01-26,163208.0,8103.7,0.5958,0.0,True,98070.77,3489.68,3489.68,0.0,0.2566,285225.26,614704.48,136855.27,88803.08,50119.21,844080.75,aggressive,capital_preservation|tax_optimization,35%,affluent_ria_like
HH005530,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,NC,2013-03-25,2,4,2024-01-16,2013-10-27,163208.0,10111.01,0.7434,0.0,True,99338.66,2583.33,2395.32,188.01,0.1761,144007.64,662198.86,96997.68,51142.49,92142.65,756132.54,moderate,capital_preservation,35%,affluent_ria_like
HH005531,financially_stressed_with_debt,US,US_RIA,single,Other,2006-07-16,1,0,,,237793.76,18825.34,0.95,0.0,True,144505.44,7635.34,5950.13,1685.21,0.3003,165681.08,380113.03,58051.82,46799.3,51906.71,404517.26,growth,capital_preservation|tax_optimization|wealth_growth,35%,affluent_ria_like
HH005532,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,FL,2020-05-23,2,0,,,163208.0,7893.81,0.5804,0.0,True,49601.67,840.87,840.87,0.0,0.0618,176307.78,829406.37,234637.03,129965.77,55931.41,1011695.65,aggressive,education|estate_planning|retirement,35%,affluent_ria_like
HH005533,young_dual_income_low_assets,US,US_RIA,married_or_civil_partner,Other,2024-02-01,2,0,,,173355.85,12311.16,0.8522,0.0,True,159521.11,3949.11,3949.11,0.0,0.2734,221424.22,426966.99,75441.8,51340.4,0.0,489227.01,growth,estate_planning,37%,affluent_ria_like
HH005534,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,WA,2023-08-05,2,2,2026-02-10,2019-10-14,227122.43,16398.26,0.8664,0.0,True,152670.77,6433.58,6433.58,0.0,0.3399,196487.88,800034.4,206635.78,81818.91,37526.89,881122.78,moderate,capital_preservation|education|wealth_growth,35%,affluent_ria_like
HH005535,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,Other,2019-02-09,2,0,,,309162.22,20612.37,0.8001,0.0,True,194225.56,8259.25,8259.25,0.0,0.3206,280322.62,1250125.41,197613.05,189227.94,195522.04,1429031.64,aggressive,retirement|tax_optimization,32%,affluent_ria_like
HH005536,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,CA,2002-12-11,2,3,2023-03-12,2008-03-25,163208.0,7452.25,0.5479,0.0,False,0.0,0.0,0.0,0.0,0.0,309593.82,481901.28,163557.87,47626.81,58364.17,819236.69,growth,capital_preservation|income|wealth_growth,32%,affluent_ria_like
HH005537,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,MA,2018-01-17,2,0,,,180042.69,5292.01,0.3527,0.0,False,0.0,0.0,0.0,0.0,0.0,321354.38,493569.41,148392.5,50967.98,26981.9,837921.56,moderate,capital_preservation,35%,affluent_ria_like
HH005538,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,NC,2012-03-04,2,1,2016-02-11,2016-02-11,190098.09,15000.24,0.9469,0.0,True,517591.46,6755.14,6755.14,0.0,0.4264,653816.65,653386.76,185715.12,75036.74,28792.58,797938.46,moderate,capital_preservation,37%,affluent_ria_like
HH005539,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,TX,2015-09-13,2,2,2009-03-07,2008-10-28,206792.4,12785.73,0.7419,0.0,True,232253.92,2812.57,2812.57,0.0,0.1632,356741.92,1020203.2,293198.86,111840.03,59052.81,1153709.74,moderate,capital_preservation|education|tax_optimization,32%,affluent_ria_like
HH005540,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,Other,2019-03-25,2,1,2017-12-02,2017-12-02,202481.85,16029.81,0.95,0.0,True,272895.66,6078.31,6078.31,0.0,0.3602,764534.71,941292.14,317866.84,70762.6,59157.95,1496171.42,conservative,estate_planning|retirement|wealth_growth,35%,affluent_ria_like
HH005541,secondly_wedded_paying_alimony,US,US_RIA,secondly_wedded,Other,2025-03-26,2,2,2025-08-15,2020-07-12,172645.14,13291.46,0.9238,20707.55,True,147841.83,4800.65,4397.66,402.99,0.3057,579880.45,800379.72,166170.64,42958.36,130525.88,1273196.77,growth,tax_optimization,32%,affluent_ria_like
HH005542,retired_couple_high_assets_low_income,US,US_RIA,married_or_civil_partner,Other,2012-07-22,2,0,,,163208.0,8471.27,0.6229,0.0,True,19508.21,1622.69,891.69,731.01,0.0656,631528.14,833781.57,237416.15,83659.36,71244.08,1474311.49,moderate,estate_planning|income,37%,affluent_ria_like
HH005543,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,CA,2022-05-30,2,0,,,163208.0,10193.1,0.7495,0.0,True,187437.58,4889.68,4889.68,0.0,0.3595,404048.13,781454.55,248149.9,95144.21,105767.82,1032439.89,moderate,tax_optimization,37%,affluent_ria_like
HH005544,secondly_wedded_paying_alimony,US,US_RIA,secondly_wedded,IL,2015-06-19,2,2,2023-08-12,2011-11-14,308376.76,14048.86,0.5467,23509.07,False,0.0,0.0,0.0,0.0,0.0,293202.26,1212509.81,212840.76,87707.69,154675.8,1553830.05,growth,retirement,32%,affluent_ria_like
HH005545,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,FL,2014-10-03,2,4,2026-03-02,2017-12-12,199407.03,13489.74,0.8118,0.0,True,175941.09,4914.7,4914.7,0.0,0.2958,260076.31,729448.58,147657.98,82997.85,5229.53,828797.72,growth,capital_preservation|income|tax_optimization,32%,affluent_ria_like
HH005546,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,Other,2014-04-02,2,3,2021-02-10,2003-04-30,189006.47,12133.65,0.7704,0.0,True,187178.98,4289.45,4289.45,0.0,0.2723,261091.98,706031.22,152723.8,78511.06,59065.04,790888.6,moderate,education|retirement,24%,affluent_ria_like
HH005547,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,Other,2013-09-30,2,1,2019-09-18,2019-09-18,163208.0,8484.96,0.6239,0.0,True,182838.28,3595.73,3595.73,0.0,0.2644,236914.83,484794.8,158057.73,54557.06,6719.38,544114.6,conservative,estate_planning,35%,affluent_ria_like
HH005548,young_dual_income_low_assets,US,US_RIA,married_or_civil_partner,Other,2017-11-15,2,0,,,163208.0,5556.68,0.4086,0.0,True,1085.43,74.48,0.0,74.48,0.0,166929.77,416679.86,60130.26,21856.5,0.0,589698.9,conservative,capital_preservation|tax_optimization|wealth_growth,32%,affluent_ria_like
HH005549,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,TX,2010-03-15,2,0,,,210353.12,6999.67,0.3993,0.0,False,0.0,0.0,0.0,0.0,0.0,392131.03,794188.12,216818.25,85827.29,136378.26,1229439.12,moderate,capital_preservation|retirement,37%,affluent_ria_like
HH005550,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,TX,2010-03-09,2,1,2025-04-11,2025-04-11,181093.23,14336.55,0.95,0.0,True,230589.97,6106.02,6106.02,0.0,0.4046,314150.44,606083.66,130178.52,84209.18,99747.72,696234.04,growth,wealth_growth,37%,affluent_ria_like
HH005551,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,FL,2014-11-26,2,0,,,163208.0,7101.9,0.5222,0.0,True,114531.74,3520.52,3520.52,0.0,0.2588,272690.21,675687.67,125736.74,76770.77,69744.51,871495.99,moderate,retirement,35%,affluent_ria_like
HH005552,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,Other,2017-03-29,2,0,,,180253.61,11103.29,0.7392,0.0,True,46496.4,2070.98,2070.98,0.0,0.1379,383952.49,897890.56,146071.28,78456.04,20515.48,1244834.18,moderate,estate_planning|income,24%,affluent_ria_like
HH005553,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,Other,2006-11-14,2,1,2007-07-30,2007-07-30,264403.32,12990.14,0.5896,0.0,False,0.0,0.0,0.0,0.0,0.0,593639.01,1135367.34,350376.54,148511.63,195669.62,1801109.97,growth,education|income|wealth_growth,35%,affluent_ria_like
HH005554,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,FL,2006-12-15,2,0,,,177347.78,5238.77,0.3545,0.0,False,0.0,0.0,0.0,0.0,0.0,214855.56,549463.65,90327.44,34321.94,53134.9,772435.12,conservative,education|income|tax_optimization,35%,affluent_ria_like
HH005555,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,Other,2015-04-20,2,5,2023-06-28,2007-08-05,218509.86,5900.21,0.324,0.0,True,1007.57,197.44,0.0,197.44,0.0,369532.84,825951.89,276261.71,76149.53,129341.5,1240932.29,aggressive,capital_preservation|education|retirement,37%,affluent_ria_like
HH005556,young_dual_income_low_assets,US,US_RIA,married_or_civil_partner,FL,2025-02-11,2,0,,,163208.0,8371.51,0.6155,0.0,True,208530.26,2499.45,2499.45,0.0,0.1838,288041.45,214319.12,64295.74,14592.26,0.0,300537.98,aggressive,retirement,37%,affluent_ria_like
HH005557,divorced,US,US_RIA,divorced,Other,2019-01-02,1,3,2014-07-10,2010-10-07,163208.0,5397.34,0.3968,25997.76,False,0.0,0.0,0.0,0.0,0.0,341009.0,495293.12,82462.74,34067.89,34931.21,857678.29,growth,wealth_growth,35%,affluent_ria_like
HH005558,young_dual_income_low_assets,US,US_RIA,married_or_civil_partner,Other,2022-06-16,2,0,,,290245.63,7491.37,0.3097,0.0,False,0.0,0.0,0.0,0.0,0.0,151022.04,360110.35,103418.89,43734.18,0.0,520568.67,growth,wealth_growth,32%,affluent_ria_like
HH005559,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,CA,2009-01-29,2,0,,,163208.0,8948.1,0.6579,0.0,True,317288.04,2645.44,2645.44,0.0,0.1945,420105.77,643043.98,199042.83,93433.72,28781.86,764652.34,growth,education|income|tax_optimization,37%,affluent_ria_like
HH005560,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,Other,2020-04-16,2,1,2015-07-12,2015-07-12,180147.33,14055.9,0.9363,0.0,True,180652.11,5367.65,5367.65,0.0,0.3576,261898.57,477762.74,71962.81,69281.04,67461.4,591309.73,moderate,estate_planning|retirement|tax_optimization,37%,affluent_ria_like
HH005561,young_dual_income_low_assets,US,US_RIA,married_or_civil_partner,Other,2017-02-16,2,0,,,209986.21,8764.48,0.5009,0.0,False,0.0,0.0,0.0,0.0,0.0,508905.26,516905.83,139513.58,73715.94,0.0,1057855.32,moderate,tax_optimization,35%,affluent_ria_like
HH005562,widowed,US,US_RIA,widowed,Other,2012-04-30,1,0,,,176100.39,8885.43,0.6055,0.0,True,163906.35,2760.04,2425.31,334.73,0.1653,274882.36,539306.21,86599.6,48931.23,89483.65,689726.75,moderate,capital_preservation|estate_planning,35%,affluent_ria_like
HH005563,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,Other,2020-10-17,2,4,2022-03-28,2002-07-11,234553.53,10883.6,0.5568,0.0,False,0.0,0.0,0.0,0.0,0.0,299436.96,893865.67,207448.59,70170.25,71511.49,1241062.07,conservative,wealth_growth,24%,affluent_ria_like
HH005564,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,Other,2021-11-09,2,0,,,177857.74,5529.9,0.3731,0.0,False,0.0,0.0,0.0,0.0,0.0,206450.94,836321.89,249385.66,81277.35,69808.5,1069370.7,conservative,education|estate_planning,37%,affluent_ria_like
HH005565,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,Other,2024-08-12,2,0,,,224011.81,10697.37,0.573,0.0,False,0.0,0.0,0.0,0.0,0.0,202718.18,985467.4,265988.52,62309.3,54985.69,1212452.22,growth,retirement|tax_optimization|wealth_growth,35%,affluent_ria_like
HH005566,retired_couple_high_assets_low_income,US,US_RIA,married_or_civil_partner,IL,2021-07-17,2,0,,,163208.0,6818.42,0.5013,0.0,True,25207.24,272.27,272.27,0.0,0.02,294985.52,981677.65,408261.65,90217.74,30910.32,1288419.32,moderate,education|retirement,32%,affluent_ria_like
HH005567,self_employed_business_owner,US,US_RIA,single,Other,2020-12-07,1,4,2022-01-29,2006-12-13,174621.13,6788.79,0.4665,0.0,True,199667.87,3427.17,3427.17,0.0,0.2355,323471.77,812628.67,134369.32,110071.56,27656.88,960367.69,conservative,capital_preservation,35%,affluent_ria_like
HH005568,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,Other,2025-09-14,2,0,,,204988.96,9393.92,0.5499,0.0,True,85802.94,2228.63,2228.63,0.0,0.1305,189868.45,692354.86,128710.07,101744.48,71435.94,843702.38,moderate,education|wealth_growth,32%,affluent_ria_like
HH005569,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,TX,2017-07-22,2,2,2017-01-02,2005-04-01,324255.48,22706.16,0.8403,0.0,True,285419.03,6088.53,6088.53,0.0,0.2253,399871.56,1482762.65,444289.14,198977.66,220550.68,1630735.03,conservative,income,37%,affluent_ria_like
HH005570,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,Other,2012-09-01,2,0,,,166810.74,6484.18,0.4665,0.0,False,0.0,0.0,0.0,0.0,0.0,381793.11,774187.83,199438.34,113032.92,17145.73,1165318.93,growth,capital_preservation|estate_planning,35%,affluent_ria_like
HH005571,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,FL,2018-12-30,2,0,,,210603.98,4893.59,0.2788,0.0,False,0.0,0.0,0.0,0.0,0.0,474402.55,1139100.7,228519.05,149818.94,63281.6,1660985.11,moderate,education|tax_optimization,37%,affluent_ria_like
HH005572,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,Other,2022-03-24,2,0,,,163208.0,9996.51,0.735,0.0,True,159869.98,3265.57,3265.57,0.0,0.2401,534269.16,665064.91,149464.31,91702.75,92850.25,1061371.12,growth,estate_planning,37%,affluent_ria_like
HH005573,retired_couple_high_assets_low_income,US,US_RIA,married_or_civil_partner,TX,2023-08-29,2,0,,,163208.0,7316.68,0.538,0.0,True,31384.24,1505.02,1505.02,0.0,0.1107,266878.24,1003911.92,412067.14,149829.51,98326.86,1305474.31,moderate,retirement,35%,affluent_ria_like
HH005574,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,Other,2001-11-27,2,0,,,171863.37,7014.46,0.4898,0.0,False,0.0,0.0,0.0,0.0,0.0,579836.98,650481.74,186598.49,42667.94,21287.57,1262541.25,aggressive,estate_planning,24%,affluent_ria_like
HH005575,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,FL,2024-03-11,2,4,2022-04-30,2016-07-08,178359.09,13222.81,0.8896,0.0,True,166029.87,3871.13,3492.33,378.8,0.235,222814.8,343614.77,65893.56,47403.48,22280.22,425317.85,growth,education,32%,affluent_ria_like
HH005576,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,Other,2012-08-03,2,0,,,202516.35,9382.43,0.556,0.0,False,0.0,0.0,0.0,0.0,0.0,544898.31,704905.72,199130.19,43039.87,5330.85,1273536.58,moderate,education|estate_planning|wealth_growth,32%,affluent_ria_like
HH005577,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,Other,2014-12-10,2,1,2013-06-07,2013-06-07,229111.2,16248.25,0.851,0.0,True,211709.1,8611.57,8364.01,247.56,0.4381,266183.99,1105897.97,359318.93,153561.26,128749.32,1235029.54,moderate,income|wealth_growth,35%,affluent_ria_like
HH005578,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,Other,2022-09-21,2,0,,,206938.98,8230.1,0.4772,0.0,False,0.0,0.0,0.0,0.0,0.0,388903.46,818557.54,211265.67,106944.97,145079.39,1270240.26,growth,income|wealth_growth,24%,affluent_ria_like
HH005579,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,NY,2025-07-21,2,1,2016-06-12,2016-06-12,174151.1,12736.04,0.8776,0.0,True,489647.88,3818.02,3818.02,0.0,0.2631,1064978.12,944431.49,264473.85,68898.76,132975.63,1556707.61,moderate,estate_planning|tax_optimization,37%,affluent_ria_like
HH005580,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,Other,2010-01-13,2,1,2007-02-07,2007-02-07,219698.23,11398.99,0.6226,0.0,True,122657.87,2649.54,2649.54,0.0,0.1447,253693.49,684198.0,196191.07,74633.53,17130.73,863938.42,moderate,capital_preservation|estate_planning|wealth_growth,35%,affluent_ria_like
